CSDUID,CSD,Period,IndicatorSummaryDescription,Rental Unit Type,UnitOfMeasure,OriginalValue
4806036,Sundre,2014,Average Residential Rent (2-bedroom units),1 - bedroom,$,705.00000
4806036,Sundre,2015,Average Residential Rent (2-bedroom units),1 - bedroom,$,845.00000
4806036,Sundre,2016,Average Residential Rent (2-bedroom units),1 - bedroom,$,828.00000
4806036,Sundre,2017,Average Residential Rent (2-bedroom units),1 - bedroom,$,850.00000
4806036,Sundre,2018,Average Residential Rent (2-bedroom units),1 - bedroom,$,852.00000
4806036,Sundre,2021,Average Residential Rent (2-bedroom units),1 - bedroom,$,800.00000
4806001,Foothills No. 31,1987,Average Residential Rent (2-bedroom units),1 - bedroom,$
4806001,Foothills No. 31,1988,Average Residential Rent (2-bedroom units),1 - bedroom,$
4806001,Foothills No. 31,1989,Average Residential Rent (2-bedroom units),1 - bedroom,$
4806001,Foothills No. 31,1990,Average Residential Rent (2-bedroom units),1 - bedroom,$
4806001,Foothills No. 31,1991,Average Residential Rent (2-bedroom units),1 - bedroom,$
4806001,Foothills No. 31,1992,Average Residential Rent (2-bedroom units),1 - bedroom,$
4806001,Foothills No. 31,1993,Average Residential Rent (2-bedroom units),1 - bedroom,$
4806001,Foothills No. 31,1994,Average Residential Rent (2-bedroom units),1 - bedroom,$
4806001,Foothills No. 31,1995,Average Residential Rent (2-bedroom units),1 - bedroom,$
4806001,Foothills No. 31,1996,Average Residential Rent (2-bedroom units),1 - bedroom,$
4806001,Foothills No. 31,1997,Average Residential Rent (2-bedroom units),1 - bedroom,$
4806001,Foothills No. 31,1998,Average Residential Rent (2-bedroom units),1 - bedroom,$
4806001,Foothills No. 31,1999,Average Residential Rent (2-bedroom units),1 - bedroom,$
4806001,Foothills No. 31,2000,Average Residential Rent (2-bedroom units),1 - bedroom,$
4806001,Foothills No. 31,2001,Average Residential Rent (2-bedroom units),1 - bedroom,$
4806001,Foothills No. 31,2002,Average Residential Rent (2-bedroom units),1 - bedroom,$
4806001,Foothills No. 31,2003,Average Residential Rent (2-bedroom units),1 - bedroom,$
4806001,Foothills No. 31,2004,Average Residential Rent (2-bedroom units),1 - bedroom,$
4806001,Foothills No. 31,2005,Average Residential Rent (2-bedroom units),1 - bedroom,$
4806001,Foothills No. 31,2006,Average Residential Rent (2-bedroom units),1 - bedroom,$
4806001,Foothills No. 31,2007,Average Residential Rent (2-bedroom units),1 - bedroom,$
4806001,Foothills No. 31,2008,Average Residential Rent (2-bedroom units),1 - bedroom,$
4806001,Foothills No. 31,2009,Average Residential Rent (2-bedroom units),1 - bedroom,$
4806001,Foothills No. 31,2010,Average Residential Rent (2-bedroom units),1 - bedroom,$
4806001,Foothills No. 31,2011,Average Residential Rent (2-bedroom units),1 - bedroom,$
4806001,Foothills No. 31,2012,Average Residential Rent (2-bedroom units),1 - bedroom,$
4806001,Foothills No. 31,2013,Average Residential Rent (2-bedroom units),1 - bedroom,$
4806001,Foothills No. 31,2014,Average Residential Rent (2-bedroom units),1 - bedroom,$
4806001,Foothills No. 31,2015,Average Residential Rent (2-bedroom units),1 - bedroom,$
4806001,Foothills No. 31,2016,Average Residential Rent (2-bedroom units),1 - bedroom,$
4806001,Foothills No. 31,2017,Average Residential Rent (2-bedroom units),1 - bedroom,$
4806001,Foothills No. 31,2018,Average Residential Rent (2-bedroom units),1 - bedroom,$
4806001,Foothills No. 31,2019,Average Residential Rent (2-bedroom units),1 - bedroom,$
4806001,Foothills No. 31,2020,Average Residential Rent (2-bedroom units),1 - bedroom,$
4806001,Foothills No. 31,2021,Average Residential Rent (2-bedroom units),1 - bedroom,$
4806001,Foothills No. 31,2022,Average Residential Rent (2-bedroom units),1 - bedroom,$
4806006,High River,1987,Average Residential Rent (2-bedroom units),1 - bedroom,$
4806006,High River,1988,Average Residential Rent (2-bedroom units),1 - bedroom,$
4806006,High River,1989,Average Residential Rent (2-bedroom units),1 - bedroom,$
4806006,High River,1990,Average Residential Rent (2-bedroom units),1 - bedroom,$
4806006,High River,1991,Average Residential Rent (2-bedroom units),1 - bedroom,$
4806006,High River,1992,Average Residential Rent (2-bedroom units),1 - bedroom,$
4806006,High River,1993,Average Residential Rent (2-bedroom units),1 - bedroom,$
4806006,High River,1994,Average Residential Rent (2-bedroom units),1 - bedroom,$
4806006,High River,1995,Average Residential Rent (2-bedroom units),1 - bedroom,$
4806006,High River,1996,Average Residential Rent (2-bedroom units),1 - bedroom,$
4806006,High River,1997,Average Residential Rent (2-bedroom units),1 - bedroom,$
4806006,High River,1998,Average Residential Rent (2-bedroom units),1 - bedroom,$
4806006,High River,1999,Average Residential Rent (2-bedroom units),1 - bedroom,$
4806006,High River,2000,Average Residential Rent (2-bedroom units),1 - bedroom,$
4806006,High River,2001,Average Residential Rent (2-bedroom units),1 - bedroom,$
4806006,High River,2002,Average Residential Rent (2-bedroom units),1 - bedroom,$
4806006,High River,2003,Average Residential Rent (2-bedroom units),1 - bedroom,$
4806006,High River,2004,Average Residential Rent (2-bedroom units),1 - bedroom,$
4806006,High River,2005,Average Residential Rent (2-bedroom units),1 - bedroom,$
4806006,High River,2006,Average Residential Rent (2-bedroom units),1 - bedroom,$
4806006,High River,2007,Average Residential Rent (2-bedroom units),1 - bedroom,$
4806006,High River,2008,Average Residential Rent (2-bedroom units),1 - bedroom,$,683.00000
4806006,High River,2009,Average Residential Rent (2-bedroom units),1 - bedroom,$,703.50000
4806006,High River,2010,Average Residential Rent (2-bedroom units),1 - bedroom,$,750.50000
4806006,High River,2011,Average Residential Rent (2-bedroom units),1 - bedroom,$,733.00000
4806006,High River,2012,Average Residential Rent (2-bedroom units),1 - bedroom,$,767.00000
4806006,High River,2013,Average Residential Rent (2-bedroom units),1 - bedroom,$,835.00000
4806006,High River,2014,Average Residential Rent (2-bedroom units),1 - bedroom,$,887.00000
4806006,High River,2015,Average Residential Rent (2-bedroom units),1 - bedroom,$,845.00000
4806006,High River,2016,Average Residential Rent (2-bedroom units),1 - bedroom,$,813.00000
4806006,High River,2017,Average Residential Rent (2-bedroom units),1 - bedroom,$,827.00000
4806006,High River,2018,Average Residential Rent (2-bedroom units),1 - bedroom,$,860.00000
4806006,High River,2019,Average Residential Rent (2-bedroom units),1 - bedroom,$,868.00000
4806006,High River,2020,Average Residential Rent (2-bedroom units),1 - bedroom,$,905.67000
4806006,High River,2021,Average Residential Rent (2-bedroom units),1 - bedroom,$,918.00000
4806006,High River,2022,Average Residential Rent (2-bedroom units),1 - bedroom,$,941.67000
4807002,Provost,2005,Average Residential Rent (2-bedroom units),1 - bedroom,$,470.00000
4807002,Provost,2006,Average Residential Rent (2-bedroom units),1 - bedroom,$,505.00000
4807002,Provost,2007,Average Residential Rent (2-bedroom units),1 - bedroom,$,498.00000
4807002,Provost,2008,Average Residential Rent (2-bedroom units),1 - bedroom,$,501.00000
4807002,Provost,2009,Average Residential Rent (2-bedroom units),1 - bedroom,$,525.00000
4807002,Provost,2010,Average Residential Rent (2-bedroom units),1 - bedroom,$,534.00000
4807002,Provost,2011,Average Residential Rent (2-bedroom units),1 - bedroom,$,536.00000
4807002,Provost,2012,Average Residential Rent (2-bedroom units),1 - bedroom,$,538.00000
4807002,Provost,2013,Average Residential Rent (2-bedroom units),1 - bedroom,$,554.00000
4807002,Provost,2014,Average Residential Rent (2-bedroom units),1 - bedroom,$,797.00000
4807002,Provost,2015,Average Residential Rent (2-bedroom units),1 - bedroom,$,804.00000
4807002,Provost,2016,Average Residential Rent (2-bedroom units),1 - bedroom,$,598.00000
4807002,Provost,2017,Average Residential Rent (2-bedroom units),1 - bedroom,$,581.00000
4807002,Provost,2018,Average Residential Rent (2-bedroom units),1 - bedroom,$,584.00000
4807002,Provost,2021,Average Residential Rent (2-bedroom units),1 - bedroom,$,730.00000
4806011,Black Diamond,2010,Average Residential Rent (2-bedroom units),1 - bedroom,$,850.00000
4806011,Black Diamond,2011,Average Residential Rent (2-bedroom units),1 - bedroom,$,850.00000
4806011,Black Diamond,2012,Average Residential Rent (2-bedroom units),1 - bedroom,$,850.00000
4806011,Black Diamond,2013,Average Residential Rent (2-bedroom units),1 - bedroom,$,850.00000
4806011,Black Diamond,2014,Average Residential Rent (2-bedroom units),1 - bedroom,$,1038.00000
4806011,Black Diamond,2015,Average Residential Rent (2-bedroom units),1 - bedroom,$,1038.00000
4806011,Black Diamond,2016,Average Residential Rent (2-bedroom units),1 - bedroom,$,1038.00000
4806011,Black Diamond,2017,Average Residential Rent (2-bedroom units),1 - bedroom,$,1038.00000
4806011,Black Diamond,2018,Average Residential Rent (2-bedroom units),1 - bedroom,$,1038.00000
4806011,Black Diamond,2021,Average Residential Rent (2-bedroom units),1 - bedroom,$,895.00000
4806012,Okotoks,1987,Average Residential Rent (2-bedroom units),1 - bedroom,$
4806012,Okotoks,1988,Average Residential Rent (2-bedroom units),1 - bedroom,$
4806012,Okotoks,1989,Average Residential Rent (2-bedroom units),1 - bedroom,$
4806012,Okotoks,1990,Average Residential Rent (2-bedroom units),1 - bedroom,$
4806012,Okotoks,1991,Average Residential Rent (2-bedroom units),1 - bedroom,$
4806012,Okotoks,1992,Average Residential Rent (2-bedroom units),1 - bedroom,$
4806012,Okotoks,1993,Average Residential Rent (2-bedroom units),1 - bedroom,$
4806012,Okotoks,1994,Average Residential Rent (2-bedroom units),1 - bedroom,$
4806012,Okotoks,1995,Average Residential Rent (2-bedroom units),1 - bedroom,$
4806012,Okotoks,1996,Average Residential Rent (2-bedroom units),1 - bedroom,$
4806012,Okotoks,1997,Average Residential Rent (2-bedroom units),1 - bedroom,$
4806012,Okotoks,1998,Average Residential Rent (2-bedroom units),1 - bedroom,$
4806012,Okotoks,1999,Average Residential Rent (2-bedroom units),1 - bedroom,$
4806012,Okotoks,2000,Average Residential Rent (2-bedroom units),1 - bedroom,$
4806012,Okotoks,2001,Average Residential Rent (2-bedroom units),1 - bedroom,$
4806012,Okotoks,2002,Average Residential Rent (2-bedroom units),1 - bedroom,$
4806012,Okotoks,2003,Average Residential Rent (2-bedroom units),1 - bedroom,$
4806012,Okotoks,2004,Average Residential Rent (2-bedroom units),1 - bedroom,$
4806012,Okotoks,2005,Average Residential Rent (2-bedroom units),1 - bedroom,$
4806012,Okotoks,2006,Average Residential Rent (2-bedroom units),1 - bedroom,$
4806012,Okotoks,2007,Average Residential Rent (2-bedroom units),1 - bedroom,$
4806012,Okotoks,2008,Average Residential Rent (2-bedroom units),1 - bedroom,$
4806012,Okotoks,2009,Average Residential Rent (2-bedroom units),1 - bedroom,$
4806012,Okotoks,2010,Average Residential Rent (2-bedroom units),1 - bedroom,$
4806012,Okotoks,2011,Average Residential Rent (2-bedroom units),1 - bedroom,$
4806012,Okotoks,2012,Average Residential Rent (2-bedroom units),1 - bedroom,$
4806012,Okotoks,2013,Average Residential Rent (2-bedroom units),1 - bedroom,$
4806012,Okotoks,2014,Average Residential Rent (2-bedroom units),1 - bedroom,$,897.00000
4806012,Okotoks,2015,Average Residential Rent (2-bedroom units),1 - bedroom,$
4806012,Okotoks,2016,Average Residential Rent (2-bedroom units),1 - bedroom,$
4806012,Okotoks,2017,Average Residential Rent (2-bedroom units),1 - bedroom,$
4806012,Okotoks,2018,Average Residential Rent (2-bedroom units),1 - bedroom,$
4806012,Okotoks,2019,Average Residential Rent (2-bedroom units),1 - bedroom,$
4806012,Okotoks,2020,Average Residential Rent (2-bedroom units),1 - bedroom,$
4806012,Okotoks,2021,Average Residential Rent (2-bedroom units),1 - bedroom,$
4806012,Okotoks,2022,Average Residential Rent (2-bedroom units),1 - bedroom,$
4806016,Calgary,1987,Average Residential Rent (2-bedroom units),1 - bedroom,$,384.00000
4806016,Calgary,1988,Average Residential Rent (2-bedroom units),1 - bedroom,$,395.00000
4806016,Calgary,1989,Average Residential Rent (2-bedroom units),1 - bedroom,$,427.00000
4806016,Calgary,1990,Average Residential Rent (2-bedroom units),1 - bedroom,$,458.00000
4806016,Calgary,1991,Average Residential Rent (2-bedroom units),1 - bedroom,$,473.00000
4806016,Calgary,1992,Average Residential Rent (2-bedroom units),1 - bedroom,$,477.50000
4806016,Calgary,1993,Average Residential Rent (2-bedroom units),1 - bedroom,$,471.00000
4806016,Calgary,1994,Average Residential Rent (2-bedroom units),1 - bedroom,$,467.00000
4806016,Calgary,1995,Average Residential Rent (2-bedroom units),1 - bedroom,$,465.00000
4806016,Calgary,1996,Average Residential Rent (2-bedroom units),1 - bedroom,$,474.00000
4806016,Calgary,1997,Average Residential Rent (2-bedroom units),1 - bedroom,$,512.00000
4806016,Calgary,1998,Average Residential Rent (2-bedroom units),1 - bedroom,$,576.00000
4806016,Calgary,1999,Average Residential Rent (2-bedroom units),1 - bedroom,$,600.50000
4806016,Calgary,2000,Average Residential Rent (2-bedroom units),1 - bedroom,$,612.00000
4806016,Calgary,2001,Average Residential Rent (2-bedroom units),1 - bedroom,$,651.00000
4806016,Calgary,2002,Average Residential Rent (2-bedroom units),1 - bedroom,$,658.00000
4806016,Calgary,2003,Average Residential Rent (2-bedroom units),1 - bedroom,$,663.00000
4806016,Calgary,2004,Average Residential Rent (2-bedroom units),1 - bedroom,$,656.50000
4806016,Calgary,2005,Average Residential Rent (2-bedroom units),1 - bedroom,$,667.50000
4806016,Calgary,2006,Average Residential Rent (2-bedroom units),1 - bedroom,$,783.00000
4806016,Calgary,2007,Average Residential Rent (2-bedroom units),1 - bedroom,$,899.50000
4806016,Calgary,2008,Average Residential Rent (2-bedroom units),1 - bedroom,$,953.00000
4806016,Calgary,2009,Average Residential Rent (2-bedroom units),1 - bedroom,$,915.50000
4806016,Calgary,2010,Average Residential Rent (2-bedroom units),1 - bedroom,$,895.50000
4806016,Calgary,2011,Average Residential Rent (2-bedroom units),1 - bedroom,$,901.00000
4806016,Calgary,2012,Average Residential Rent (2-bedroom units),1 - bedroom,$,959.00000
4806016,Calgary,2013,Average Residential Rent (2-bedroom units),1 - bedroom,$,1040.50000
4806016,Calgary,2014,Average Residential Rent (2-bedroom units),1 - bedroom,$,1135.00000
4806016,Calgary,2015,Average Residential Rent (2-bedroom units),1 - bedroom,$,1126.00000
4806016,Calgary,2016,Average Residential Rent (2-bedroom units),1 - bedroom,$,1049.00000
4806016,Calgary,2017,Average Residential Rent (2-bedroom units),1 - bedroom,$,1024.00000
4806016,Calgary,2018,Average Residential Rent (2-bedroom units),1 - bedroom,$,1049.00000
4806016,Calgary,2019,Average Residential Rent (2-bedroom units),1 - bedroom,$,1079.00000
4806016,Calgary,2020,Average Residential Rent (2-bedroom units),1 - bedroom,$,1066.00000
4806016,Calgary,2021,Average Residential Rent (2-bedroom units),1 - bedroom,$,1082.25000
4806016,Calgary,2022,Average Residential Rent (2-bedroom units),1 - bedroom,$,1179.75000
4806028,Mountain View County,1987,Average Residential Rent (2-bedroom units),1 - bedroom,$
4806028,Mountain View County,1988,Average Residential Rent (2-bedroom units),1 - bedroom,$
4806028,Mountain View County,1989,Average Residential Rent (2-bedroom units),1 - bedroom,$
4806028,Mountain View County,1990,Average Residential Rent (2-bedroom units),1 - bedroom,$
4806028,Mountain View County,1991,Average Residential Rent (2-bedroom units),1 - bedroom,$
4806028,Mountain View County,1992,Average Residential Rent (2-bedroom units),1 - bedroom,$
4806028,Mountain View County,1993,Average Residential Rent (2-bedroom units),1 - bedroom,$
4806028,Mountain View County,1994,Average Residential Rent (2-bedroom units),1 - bedroom,$
4806028,Mountain View County,1995,Average Residential Rent (2-bedroom units),1 - bedroom,$
4806028,Mountain View County,1996,Average Residential Rent (2-bedroom units),1 - bedroom,$
4806028,Mountain View County,1997,Average Residential Rent (2-bedroom units),1 - bedroom,$
4806028,Mountain View County,1998,Average Residential Rent (2-bedroom units),1 - bedroom,$
4806028,Mountain View County,1999,Average Residential Rent (2-bedroom units),1 - bedroom,$
4806028,Mountain View County,2000,Average Residential Rent (2-bedroom units),1 - bedroom,$
4806028,Mountain View County,2001,Average Residential Rent (2-bedroom units),1 - bedroom,$
4806028,Mountain View County,2002,Average Residential Rent (2-bedroom units),1 - bedroom,$
4806028,Mountain View County,2003,Average Residential Rent (2-bedroom units),1 - bedroom,$
4806028,Mountain View County,2004,Average Residential Rent (2-bedroom units),1 - bedroom,$
4806028,Mountain View County,2005,Average Residential Rent (2-bedroom units),1 - bedroom,$
4806028,Mountain View County,2006,Average Residential Rent (2-bedroom units),1 - bedroom,$
